"scope","item","status","detail","path"
"latex","working-paper Figures/honestdid/id_395_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_395_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_401_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_401_event_study.pdf"
"latex","working-paper Figures/event_study/id_401_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_401_event_study.pdf"
"latex","overleaf Figures/honestdid/id_401_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_401_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_401_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_401_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_419_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_419_event_study.pdf"
"latex","working-paper Figures/event_study/id_419_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_419_event_study.pdf"
"latex","overleaf Figures/event_study/id_420_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_420_event_study.pdf"
"latex","working-paper Figures/event_study/id_420_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_420_event_study.pdf"
"latex","overleaf Figures/honestdid/id_420_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_420_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_420_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_420_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_432_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_432_event_study.pdf"
"latex","working-paper Figures/event_study/id_432_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_432_event_study.pdf"
"latex","overleaf Figures/honestdid/id_432_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_432_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_432_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_432_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_433_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_433_event_study.pdf"
"latex","working-paper Figures/event_study/id_433_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_433_event_study.pdf"
"latex","overleaf Figures/honestdid/id_433_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_433_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_433_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_433_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_437_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_437_event_study.pdf"
"latex","working-paper Figures/event_study/id_437_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_437_event_study.pdf"
"latex","overleaf Figures/honestdid/id_437_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_437_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_437_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_437_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_744_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_744_event_study.pdf"
"latex","working-paper Figures/event_study/id_744_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_744_event_study.pdf"
"latex","overleaf Figures/honestdid/id_744_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_744_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_744_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_744_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_1094_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_1094_event_study.pdf"
"latex","working-paper Figures/event_study/id_1094_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_1094_event_study.pdf"
"latex","overleaf Figures/honestdid/id_1094_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_1094_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_1094_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_1094_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_2303_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_2303_event_study.pdf"
"latex","working-paper Figures/event_study/id_2303_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_2303_event_study.pdf"
"latex","overleaf Figures/honestdid/id_2303_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_2303_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_2303_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_2303_honest_did_v3.pdf"
"documentation","README.md","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/README.md"
"documentation","data_availability_statement.md","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/data_availability_statement.md"
"documentation","README PDF required by AEA/DCAS","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/README.pdf"
"documentation","source links filled","WARN","56 placeholder source links remain","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/data_availability_statement.md"
"documentation","README Figure 4.8 mapping","PASS","README should map Figure 4.8 to Lesson 8 MVPF panels, not the old ID 133 panel.","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/README.md"
